;Run;AssemblyName;bases;size_MB;LibraryLayout;BioSample;ScientificName;LibraryStrategy;LibrarySelection;LibrarySource;Sex;Analyte_Type;Histological_Type;Body_Site;Tissue;Dev
24713;SRR3141118;;1225434818;623;PAIRED;SAMN04447966;Lasius_niger;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;brain;adult
24715;SRR5601830;;20390962054;9004;PAIRED;SAMN07166497;Lepidotrigona_ventralis;RNA-Seq;RANDOM;TRANSCRIPTOMIC;female;;;;whole;NA
24716;SRR5601896;;20712149812;9158;PAIRED;SAMN07166570;Lepidotrigona_ventralis;RNA-Seq;RANDOM;TRANSCRIPTOMIC;female;;;;whole;NA
24718;SRR6456300;;2386150000;914;PAIRED;SAMN08330096;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24719;SRR6456299;;2355501000;901;PAIRED;SAMN08330097;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24720;SRR6456302;;2299287400;884;PAIRED;SAMN08330098;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24721;SRR6456301;;3905150400;1510;PAIRED;SAMN08330099;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24722;SRR6456320;;2868103600;1105;PAIRED;SAMN08330100;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24723;SRR6456319;;2699613400;1037;PAIRED;SAMN08330101;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24724;SRR6456318;;3879064600;1579;PAIRED;SAMN08330102;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24725;SRR6456294;;1519525800;584;PAIRED;SAMN08330090;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24726;SRR6456317;;3486025600;1422;PAIRED;SAMN08330103;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24727;SRR6456324;;2750857600;1114;PAIRED;SAMN08330104;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24728;SRR6456323;;3332413800;1348;PAIRED;SAMN08330105;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24729;SRR6456322;;3668001000;1500;PAIRED;SAMN08330106;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24730;SRR6456321;;4729172400;1939;PAIRED;SAMN08330107;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24731;SRR6456316;;3160820000;1287;PAIRED;SAMN08330108;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24732;SRR6456315;;3419739400;1393;PAIRED;SAMN08330109;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24733;SRR6456293;;2159735000;829;PAIRED;SAMN08330091;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24734;SRR6456305;;2912037200;1183;PAIRED;SAMN08330110;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24735;SRR6456306;;3100149200;1265;PAIRED;SAMN08330111;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24736;SRR6456303;;3475085200;1422;PAIRED;SAMN08330112;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24737;SRR6456304;;3048146000;1243;PAIRED;SAMN08330113;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24738;SRR6456309;;4151254400;1677;PAIRED;SAMN08330114;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24739;SRR6456310;;3512885400;1419;PAIRED;SAMN08330115;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24740;SRR6456296;;2726442800;1047;PAIRED;SAMN08330092;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24741;SRR6456307;;3061083200;1237;PAIRED;SAMN08330116;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24742;SRR6456308;;3333065000;1348;PAIRED;SAMN08330117;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24743;SRR6456311;;3713389600;1499;PAIRED;SAMN08330118;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24744;SRR6456312;;3079481800;1247;PAIRED;SAMN08330119;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24745;SRR6456314;;3863797000;1566;PAIRED;SAMN08330120;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24746;SRR6456313;;2126705200;857;PAIRED;SAMN08330121;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24747;SRR6456295;;2370607600;907;PAIRED;SAMN08330093;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Head;adult
24748;SRR6456298;;1388802800;533;PAIRED;SAMN08330094;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24749;SRR6456297;;2879307000;1110;PAIRED;SAMN08330095;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;female;;;;Abdomen;adult
24752;SRR559221;;1673490950;1007;SINGLE;SAMN01163108;Leptopilina_boulardi;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
24753;SRR559222;;6592983000;3784;PAIRED;SAMN01163108;Leptopilina_boulardi;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
24760;SRR10448152;;7346892300;2731;PAIRED;SAMN13290823;Leptopilina_boulardi;RNA-Seq;Oligo-dT;TRANSCRIPTOMIC;;;;;venom gland;NA
24762;ERR1109367;assembly;1477000;0;PAIRED;SAMEA3643861;Leptopilina_boulardi;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;blood;NA
24763;ERR1109368;assembly;1210700;0;PAIRED;SAMEA3643862;Leptopilina_boulardi;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;blood - buffy coat;NA
24764;ERR1109369;assembly;39600;0;PAIRED;SAMEA3643863;Leptopilina_boulardi;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;blood;NA
24765;ERR1109370;assembly;44900;0;PAIRED;SAMEA3643864;Leptopilina_boulardi;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;blood;NA
24766;ERR1109371;assembly;1394500;0;PAIRED;SAMEA3643865;Leptopilina_boulardi;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;blood;NA
24767;ERR1109372;assembly;851700;0;PAIRED;SAMEA3643866;Leptopilina_boulardi;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;blood;NA
24768;ERR1109373;assembly;29700;0;PAIRED;SAMEA3643867;Leptopilina_boulardi;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;blood;NA
24769;ERR1109374;assembly;35700;0;PAIRED;SAMEA3643868;Leptopilina_boulardi;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;blood - buffy coat;NA
24770;ERR1109375;;4749100;2;PAIRED;SAMEA3643869;Leptopilina_boulardi;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;blood;NA
24772;SRR921610;;3816645000;2591;PAIRED;SAMN02047179;Leptopilina_clavipes;EST;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
24775;SRR559223;;1220897450;738;SINGLE;SAMN01163109;Leptopilina_heterotoma;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
24776;SRR559224;;9718473200;5590;PAIRED;SAMN01163109;Leptopilina_heterotoma;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
24778;SRR9850831;;48931729500;20267;PAIRED;SAMN11581553;Leptopilina_heterotoma;RNA-Seq;other;TRANSCRIPTOMIC;pooled male and female;;;;whole body;adult
24780;SRR9650817;;3695705000;1486;PAIRED;SAMN12229013;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24781;SRR9650813;;4269994600;1628;PAIRED;SAMN12229017;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24782;SRR9650812;;3918455000;1501;PAIRED;SAMN12229018;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24783;SRR9650818;;4080652800;1648;PAIRED;SAMN12229016;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24784;SRR9650816;;3289391400;1325;PAIRED;SAMN12229014;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24785;SRR9650819;;2814564600;1125;PAIRED;SAMN12229015;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24786;SRR9650803;;3248919600;1308;PAIRED;SAMN12229029;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24787;SRR9650811;;3980253800;1596;PAIRED;SAMN12229031;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24788;SRR9650810;;3524161600;1413;PAIRED;SAMN12229032;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24789;SRR9650802;;3303356800;1316;PAIRED;SAMN12229030;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24790;SRR9650830;;4428754800;1682;PAIRED;SAMN12229033;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24791;SRR9650831;;3776495800;1448;PAIRED;SAMN12229034;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24792;SRR9650828;;4094129000;1573;PAIRED;SAMN12229035;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24793;SRR7232530;;2300650200;1713;PAIRED;SAMN09273447;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24794;SRR7232531;;2982601600;2226;PAIRED;SAMN09273448;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24795;SRR9650815;;4185711400;1668;PAIRED;SAMN12229019;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24796;SRR9650821;;3443396000;1410;PAIRED;SAMN12229021;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24797;SRR9650820;;3882106200;1562;PAIRED;SAMN12229022;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24798;SRR9650809;;4244825600;1716;PAIRED;SAMN12229023;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24799;SRR9650814;;3672600200;1464;PAIRED;SAMN12229020;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24800;SRR9650808;;3220961600;1217;PAIRED;SAMN12229024;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24801;SRR9650807;;3912653000;1513;PAIRED;SAMN12229025;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24802;SRR9650806;;3623207400;1455;PAIRED;SAMN12229026;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24803;SRR9650805;;3786968600;1536;PAIRED;SAMN12229027;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24804;SRR9650804;;2361939800;892;PAIRED;SAMN12229028;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24805;SRR7772538;https://www.ncbi.nlm.nih.gov/genome/2733?genome_assembly_id=34089;13990654771;5291;PAIRED;SAMN09939860;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;brain;NA
24806;SRR7772528;https://www.ncbi.nlm.nih.gov/genome/2733?genome_assembly_id=34089;16705766317;6287;PAIRED;SAMN09939869;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;brain;NA
24807;SRR7772537;https://www.ncbi.nlm.nih.gov/genome/2733?genome_assembly_id=34089;15470438887;5700;PAIRED;SAMN09939861;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;brain;NA
24808;SRR7772536;https://www.ncbi.nlm.nih.gov/genome/2733?genome_assembly_id=34089;17832663337;5499;PAIRED;SAMN09939862;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;brain;NA
24809;SRR7772531;https://www.ncbi.nlm.nih.gov/genome/2733?genome_assembly_id=34089;16055151353;5932;PAIRED;SAMN09939863;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;brain;NA
24810;SRR7772530;https://www.ncbi.nlm.nih.gov/genome/2733?genome_assembly_id=34089;14980908284;5838;PAIRED;SAMN09939864;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;brain;NA
24811;SRR7772529;https://www.ncbi.nlm.nih.gov/genome/2733?genome_assembly_id=34089;15761019972;5716;PAIRED;SAMN09939865;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;brain;NA
24812;SRR7772540;https://www.ncbi.nlm.nih.gov/genome/2733?genome_assembly_id=34089;16227469109;5097;PAIRED;SAMN09939866;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;brain;NA
24813;SRR7772541;https://www.ncbi.nlm.nih.gov/genome/2733?genome_assembly_id=34089;13043027440;4749;PAIRED;SAMN09939867;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;brain;NA
24814;SRR7772542;https://www.ncbi.nlm.nih.gov/genome/2733?genome_assembly_id=34089;17395102767;5633;PAIRED;SAMN09939868;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;brain;NA
24815;SRR9650829;;3797341800;1534;PAIRED;SAMN12229036;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24816;SRR9650825;;2939536600;1105;PAIRED;SAMN12229040;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24817;SRR9650822;;3741916800;1434;PAIRED;SAMN12229041;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24818;SRR9650823;;6033041000;2330;PAIRED;SAMN12229042;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24819;SRR9650826;;4062098000;1638;PAIRED;SAMN12229037;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24820;SRR9650824;;4708474600;1896;PAIRED;SAMN12229039;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24821;SRR9650827;;3040717800;1217;PAIRED;SAMN12229038;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;head;NA
24822;SRR8978720;;12000836646;7756;PAIRED;SAMN11515455;Linepithema_humile;RNA-Seq;cDNA;TRANSCRIPTOMIC;female;;;;Multiple Whole Body;Adult Forager
24823;SRR8978717;;4508861923;2945;PAIRED;SAMN11515458;Linepithema_humile;RNA-Seq;cDNA;TRANSCRIPTOMIC;female;;;;Multiple Whole Body;Adult Forager
24824;SRR8978719;;10310323804;6802;PAIRED;SAMN11515456;Linepithema_humile;RNA-Seq;cDNA;TRANSCRIPTOMIC;female;;;;Multiple Whole Body;Adult Forager
24825;SRR8978716;;7818344015;5123;PAIRED;SAMN11515459;Linepithema_humile;RNA-Seq;cDNA;TRANSCRIPTOMIC;female;;;;Multiple Whole Body;Adult Forager
24826;SRR8978718;;9205555495;6054;PAIRED;SAMN11515457;Linepithema_humile;RNA-Seq;cDNA;TRANSCRIPTOMIC;female;;;;Multiple Whole Body;Adult Forager
24827;SRR8978715;;2452479374;1659;PAIRED;SAMN11515460;Linepithema_humile;RNA-Seq;cDNA;TRANSCRIPTOMIC;female;;;;Multiple Whole Body;Adult Forager
24828;SRR8776433;;6636564300;2398;PAIRED;SAMN11246275;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;Full bodies;NA
24829;SRR8776432;;7094280000;2537;PAIRED;SAMN11246276;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;Full bodies;NA
24830;SRR8776435;;6857674500;2453;PAIRED;SAMN11246277;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;Full bodies;NA
24831;SRR8776434;;6714848100;2435;PAIRED;SAMN11246278;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;Full bodies;NA
24832;SRR8776437;;6878609400;2466;PAIRED;SAMN11246279;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;Full bodies;NA
24833;SRR8776436;;6752717700;2461;PAIRED;SAMN11246280;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;Full bodies;NA
24834;SRR8776439;;6707449800;2419;PAIRED;SAMN11246281;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;Full bodies;NA
24835;SRR8776438;;6647208000;2439;PAIRED;SAMN11246282;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;Full bodies;NA
24836;SRR8776431;;6848981100;2494;PAIRED;SAMN11246283;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;Full bodies;NA
24837;SRR8776430;;6603859200;2355;PAIRED;SAMN11246284;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;Full bodies;NA
24838;SRR8776429;;6789440100;2421;PAIRED;SAMN11246285;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;Full bodies;NA
24839;SRR8776428;;7112133600;2552;PAIRED;SAMN11246286;Linepithema_humile;RNA-Seq;DNase;TRANSCRIPTOMIC;;;;;Full bodies;NA
24879;SRR7232532;;2459775600;1832;PAIRED;SAMN09273445;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24880;SRR7232537;;2662441600;1981;PAIRED;SAMN09273450;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24881;SRR7232534;;2399919600;1791;PAIRED;SAMN09273451;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24882;SRR7232535;;2332216800;1705;PAIRED;SAMN09273452;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24883;SRR7232533;;2355568600;1710;PAIRED;SAMN09273446;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24884;SRR7232538;;3449349200;2536;PAIRED;SAMN09273453;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24885;SRR7232539;;2461792600;1839;PAIRED;SAMN09273454;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24886;SRR7232542;;2965547000;2152;PAIRED;SAMN09273455;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24887;SRR7232543;;3093965400;2274;PAIRED;SAMN09273456;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24888;SRR7232540;;3620976600;2690;PAIRED;SAMN09273457;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24889;SRR7232541;;4562502800;3392;PAIRED;SAMN09273458;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24890;SRR7232546;;4414754000;3104;PAIRED;SAMN09273459;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24891;SRR7232547;;2782067200;2074;PAIRED;SAMN09273460;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24892;SRR7232544;;2980849800;2218;PAIRED;SAMN09273461;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24893;SRR7232545;;4288988400;3112;PAIRED;SAMN09273462;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24894;SRR7232548;;3640912200;2706;PAIRED;SAMN09273463;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24895;SRR7232549;;3559674600;2651;PAIRED;SAMN09273464;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24896;SRR7232553;;3237628400;2353;PAIRED;SAMN09273465;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24897;SRR7232552;;2791792600;2080;PAIRED;SAMN09273466;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24898;SRR7232551;;4067365000;3031;PAIRED;SAMN09273467;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24899;SRR7232550;;3564764600;2580;PAIRED;SAMN09273468;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24900;SRR7232536;;2336701800;1737;PAIRED;SAMN09273449;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;not applicable;Adult queen
24996;SRR1948104;;2765799400;1896;PAIRED;SAMN03446164;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
24997;SRR1948236;;2627485000;1831;PAIRED;SAMN03446165;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
24998;SRR1948272;;2653429200;1926;PAIRED;SAMN03446166;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
24999;SRR1948288;;2239950600;1555;PAIRED;SAMN03446167;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25000;SRR1947299;;2693468200;1959;PAIRED;SAMN03446168;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25001;SRR1948294;;2916275600;2065;PAIRED;SAMN03446169;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25002;SRR1945074;;2201685400;1509;PAIRED;SAMN03446170;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25003;SRR1948238;;2039571000;1413;PAIRED;SAMN03446171;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25004;SRR1948230;;4054488600;2815;PAIRED;SAMN03446173;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25005;SRR1948276;;3821507800;2774;PAIRED;SAMN03446175;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25006;SRR1948348;;2824268200;1963;PAIRED;SAMN03446177;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25007;SRR1945090;;3573758000;2455;PAIRED;SAMN03446178;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25008;SRR1948182;;4451582600;3052;PAIRED;SAMN03446179;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25009;SRR1948233;;3497055000;2427;PAIRED;SAMN03446180;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25010;SRR1948105;;3229529200;2212;PAIRED;SAMN03446181;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25011;SRR1948279;;3932320400;2858;PAIRED;SAMN03446182;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25012;SRR1948184;;4410373400;3013;PAIRED;SAMN03446183;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25013;SRR1948250;;3143869800;2182;PAIRED;SAMN03446185;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25014;SRR1948185;;2820632800;1934;PAIRED;SAMN03446186;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25015;SRR1948229;;2102955000;1459;PAIRED;SAMN03446187;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25016;DRR042117;;1545912875;958;PAIRED;SAMD00035775;Linepithema_humile;OTHER;RANDOM;TRANSCRIPTOMIC;;;;;NA;NA
25017;DRR042118;;2084544282;1279;PAIRED;SAMD00035776;Linepithema_humile;OTHER;RANDOM;TRANSCRIPTOMIC;;;;;NA;NA
25018;DRR042119;;1674799526;1033;PAIRED;SAMD00035777;Linepithema_humile;OTHER;RANDOM;TRANSCRIPTOMIC;;;;;NA;NA
25019;DRR042120;;1777101583;1101;PAIRED;SAMD00035778;Linepithema_humile;OTHER;RANDOM;TRANSCRIPTOMIC;;;;;NA;NA
25020;DRR042121;;1736776010;1071;PAIRED;SAMD00035779;Linepithema_humile;OTHER;RANDOM;TRANSCRIPTOMIC;;;;;NA;NA
25021;DRR042122;;1981231152;1212;PAIRED;SAMD00035780;Linepithema_humile;OTHER;RANDOM;TRANSCRIPTOMIC;;;;;NA;NA
25031;SRR1945172;;3309314800;2277;PAIRED;SAMN03446172;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25032;SRR1945261;;4076437600;2798;PAIRED;SAMN03446174;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25033;SRR1947297;;2629079600;1902;PAIRED;SAMN03446176;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25034;SRR1947301;;3910062600;2818;PAIRED;SAMN03446184;Linepithema_humile;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;whole body;NA
25035;SRR060830;;102263713;204;SINGLE;SAMN00017384;Linepithema_humile;EST;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
